1	1132
1	1693
1	1739
1	1912
1	2461
1	3154
1	3691
1	4161
1	4355
1	4498
1	4932
1	5753
1	6764
1	7089
1	7173
1	7951
1	10638
1	10877
1	13275
1	13377
1	14167
2	360
2	923
2	1340
2	1515
2	1888
2	3891
2	4110
2	4402
2	4874
2	8225
2	8452
2	10919
2	11835
2	12501
2	13464
3	1116
3	1324
3	1834
3	2602
3	6081
3	7180
3	8221
3	9061
3	10503
3	10577
3	10791
3	10853
3	11894
3	13299
4	45
4	539
4	820
4	1222
4	1630
4	1953
4	2116
4	2807
4	3141
4	3807
4	3818
4	3866
4	5043
4	5629
4	6365
4	6887
4	7122
4	7313
4	7341
4	8571
4	8907
4	13718
4	14148
4	14238
5	922
5	1265
5	1270
5	1865
5	2078
5	3198
5	3911
5	3952
5	4718
5	4990
5	5484
5	5493
5	5850
5	6309
5	7487
5	7955
5	7993
5	9372
5	9421
5	10453
5	11263
5	11922
5	12031
5	13982
5	14182
6	42
6	917
6	1330
6	2395
6	3823
6	4570
6	5342
6	6164
6	6356
6	7548
6	9933
6	11316
6	12186
6	12437
7	265
7	1451
7	2542
7	3004
7	3124
7	3167
7	3309
7	4256
7	5267
7	6077
7	6475
7	6808
7	7527
7	8119
7	8647
7	8685
7	10375
7	10902
7	11579
7	11658
8	1106
8	3548
8	3562
8	4077
8	7082
8	7771
8	7957
8	8073
8	8404
8	9325
8	9567
8	9609
8	10256
8	10652
8	11188
8	11397
8	11833
8	12147
8	13319
8	14105
9	127
9	356
9	4874
9	5267
9	5492
9	7493
9	9436
9	10023
9	10469
9	11002
9	13783
10	91
10	1180
10	2035
10	2180
10	3272
10	3278
10	3628
10	3805
10	6397
10	6924
10	7148
10	7181
10	8245
10	9041
10	9323
10	9837
10	9997
10	10120
10	13203
10	13472
11	190
11	494
11	1021
11	2409
11	2568
11	3445
11	4821
11	7114
11	8304
11	9153
11	9862
11	9896
11	9994
11	11908
11	13362
11	13539
12	1105
12	1328
12	2134
12	2332
12	2375
12	2586
12	2973
12	3600
12	4549
12	8899
12	10272
12	11124
12	13037
12	13363
13	1654
13	2792
13	2974
13	3671
13	4489
13	5417
13	5835
13	6249
13	6385
13	7168
13	8786
13	9580
13	10573
13	10693
13	10787
13	11062
13	11893
13	13194
13	13437
13	13457
13	13711
13	14285
14	525
14	2597
14	2947
14	6393
14	6731
14	8603
14	10386
14	10928
14	11458
14	14089
14	14230
15	565
15	1001
15	1111
15	1466
15	3024
15	5650
15	6561
15	7986
15	8644
15	9188
15	9859
15	11859
15	12718
16	254
16	1136
16	1167
16	2364
16	2824
16	3208
16	3395
16	3409
16	3454
16	5146
16	6240
16	6280
16	6326
16	6550
16	7902
16	8798
16	9292
16	10738
16	11292
16	11516
16	11730
16	11757
16	13028
16	13539
16	13633
17	1523
17	2437
17	2589
17	3517
17	6233
17	7016
17	7155
17	7544
17	7641
17	7957
17	8663
17	9078
17	9118
17	9153
17	10169
17	10191
17	10574
17	11903
17	13316
17	13621
18	1273
18	1342
18	1850
18	1894
18	4215
18	4913
18	6716
18	7440
18	7472
18	8206
18	8783
18	9432
18	9793
18	11395
18	11745
18	11788
18	11996
18	12143
18	13104
18	13322
18	13819
19	170
19	3771
19	4743
19	6759
19	7413
19	9108
19	10114
19	10346
19	10450
19	11770
19	12029
19	12181
19	12518
19	12628
19	13397
19	13427
20	2177
20	2867
20	4033
20	4268
20	4274
20	5508
20	5807
20	7111
20	8166
20	8277
20	8780
20	8905
20	9102
20	9190
20	10535
20	11908
20	12588
20	13047
20	13340
20	13419
21	196
21	528
21	2556
21	2702
21	4106
21	4397
21	4505
21	5235
21	5453
21	5605
21	5714
21	5725
21	6158
21	6242
21	9602
21	10800
21	10931
21	11920
21	12881
22	937
22	1256
22	1367
22	3009
22	3310
22	3492
