1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	19
1	30
1	33
1	34
1	44
1	45
1	78
1	85
1	86
1	96
1	98
1	100
1	107
1	109
1	114
1	126
1	129
1	151
1	158
1	177
1	192
1	225
1	256
1	262
1	275
1	281
1	284
1	291
1	319
1	326
1	349
1	355
1	361
1	363
1	415
1	435
1	440
1	483
1	537
1	551
1	570
1	631
1	652
1	745
1	747
1	780
1	783
1	784
1	790
1	793
1	805
1	809
1	811
1	831
1	912
1	942
1	953
1	964
1	973
1	1015
1	1016
1	1053
1	1072
1	1126
1	1146
1	1165
1	1261
1	1288
1	1291
1	1316
1	1331
1	1332
1	1360
1	1380
1	1397
1	1429
1	1504
1	1536
1	1540
1	1563
1	1583
1	1593
1	1676
1	1750
1	1758
1	1829
1	1887
1	1902
1	1954
1	1972
1	2068
1	2073
1	2101
1	2102
1	2199
1	2224
1	2244
1	2295
1	2319
1	2340
1	2347
1	2351
1	2458
1	2687
1	2979
1	3026
1	3041
1	3082
1	3090
1	3191
1	3221
1	3243
1	3252
1	3253
1	3347
1	3465
1	3528
1	3593
1	3634
1	3688
1	3840
1	3842
1	4031
1	4097
1	4109
1	4155
1	4286
1	4305
1	4316
1	4337
1	4348
1	4472
1	4521
1	4598
1	4841
1	4976
1	5013
1	5152
1	5211
1	5430
1	5504
1	5649
1	5678
1	5730
1	5769
1	5783
1	5908
1	6044
1	6109
1	6252
1	6309
1	6349
1	6425
1	6442
1	6455
1	6529
1	6564
1	6822
1	6856
1	6914
1	7037
1	7066
1	7124
1	7152
1	7164
1	7234
1	7252
1	7693
1	7839
1	7886
1	7955
1	8011
1	8146
1	8149
1	8233
1	8264
1	8441
1	8485
1	8689
1	8709
1	8823
1	8837
1	8883
1	8928
1	8952
1	8957
1	8975
1	9056
1	9210
1	9280
1	9288
1	9367
1	9379
1	9576
1	9742
1	9974
1	10011
1	10106
1	10142
1	10173
1	10204
1	10247
1	10419
1	10421
1	10439
1	10595
1	10612
1	10677
1	10731
1	10733
1	10988
1	10996
1	11123
1	11232
1	11341
1	11352
1	11396
1	11462
1	11535
1	11756
1	11772
1	11895
1	12116
1	12302
1	12303
1	12514
1	12517
1	12546
1	12605
1	12774
1	12894
1	13016
1	13164
1	13202
1	13432
1	13460
1	13530
1	13600
1	14009
1	14104
1	14197
1	14211
1	14298
2	10
2	12
2	13
2	14
2	15
2	17
2	19
2	20
2	24
2	27
2	28
2	30
2	36
2	39
2	40
2	43
2	46
2	48
2	53
2	57
2	58
2	62
2	66
2	69
2	74
2	94
2	100
2	109
2	113
2	122
2	130
2	134
2	143
2	147
2	159
2	160
2	171
2	177
2	180
2	185
2	186
2	200
2	216
2	236
2	265
2	267
2	271
2	290
2	291
2	295
2	299
2	307
2	308
2	341
2	359
2	363
2	388
2	412
2	417
2	434
2	436
2	443
2	451
2	453
2	491
2	524
2	545
2	548
2	568
2	588
2	649
2	655
2	656
2	668
2	671
2	687
2	749
2	755
2	761
2	780
2	787
2	874
2	877
2	940
2	954
2	1022
2	1055
2	1092
2	1112
2	1121
2	1127
2	1135
2	1152
2	1174
2	1196
2	1211
2	1219
2	1224
2	1261
2	1294
2	1314
2	1316
2	1336
2	1337
2	1359
2	1368
2	1378
2	1381
2	1451
2	1463
2	1466
2	1499
2	1511
2	1532
2	1541
2	1552
2	1559
2	1613
2	1672
2	1723
2	1733
2	1753
2	1755
2	1762
2	1785
2	1798
2	1811
2	1828
2	1899
2	1921
2	1962
2	1993
2	2000
2	2057
2	2065
2	2090
2	2098
2	2140
2	2155
2	2173
2	2229
2	2258
2	2272
2	2278
2	2281
2	2386
2	2390
2	2434
