1	435
1	712
1	1463
1	3065
1	3515
1	7216
1	7744
1	7867
1	8393
1	9556
1	9647
1	10008
1	10540
1	10940
1	11027
1	11941
1	12356
1	13587
2	210
2	1338
2	2439
2	2766
2	3468
2	4198
2	5376
2	5636
2	5639
2	5759
2	7212
2	10023
2	10223
2	12069
2	12944
2	13203
2	13493
2	13638
2	13974
3	1533
3	1856
3	1949
3	2264
3	4024
3	4630
3	6199
3	7472
3	8422
3	9033
3	9151
3	10375
3	12220
3	12350
3	12512
3	13157
4	4018
4	4528
4	5102
4	5272
4	5382
4	6134
4	6415
4	6699
4	6722
4	7085
4	7926
4	9698
4	10631
4	12375
4	12644
4	12798
4	12840
5	285
5	2631
5	3367
5	6243
5	7687
5	7812
5	10170
5	10557
5	10768
5	11839
5	12719
5	12995
5	14013
5	14121
6	1343
6	1458
6	1799
6	2044
6	2928
6	3018
6	3934
6	4237
6	4643
6	5796
6	6063
6	7268
6	8358
6	8475
6	9252
6	10037
6	10839
6	11046
6	12148
6	14026
7	207
7	1176
7	1582
7	3092
7	3553
7	3612
7	4734
7	5465
7	5509
7	5554
7	5785
7	6097
7	7773
7	8620
7	9246
7	9831
7	10032
7	10079
7	10916
7	11737
7	12302
7	13372
7	13844
7	13897
7	14065
8	419
8	744
8	1005
8	1751
8	3656
8	3926
8	4255
8	4474
8	4917
8	5439
8	6309
8	6457
8	7463
8	8073
8	8122
8	8721
8	8968
8	9005
8	9926
8	10012
8	10681
8	11263
8	11869
8	12559
8	12630
8	12637
9	563
9	3192
9	3226
9	7004
9	7208
9	7578
9	9427
9	9557
9	10145
9	10195
9	13134
9	13815
9	13891
9	14079
10	1575
10	3551
10	10001
10	10263
10	13632
11	383
11	2221
11	2866
11	3959
11	4515
11	4519
11	6026
11	6392
11	6709
11	7736
11	7747
11	8409
11	8524
11	8555
11	8731
11	9198
11	11112
11	11237
11	11868
11	11964
11	12391
11	12417
11	12849
11	13430
11	14085
12	868
12	3256
12	3312
12	3448
12	4319
12	6227
12	6960
12	8012
12	10153
12	10312
12	13053
13	1860
13	2252
13	3467
13	4302
13	4834
13	5971
13	7982
13	8283
13	9228
13	10724
13	10913
13	12056
13	13676
13	13701
13	13826
14	109
14	1514
14	7055
14	7418
14	7780
14	7946
14	11621
14	13039
15	1328
15	4355
15	4712
15	4984
15	5894
15	7356
15	8657
15	9284
15	10937
15	12238
16	583
16	2097
16	2353
16	2815
16	3354
16	3563
16	3619
16	4071
16	4781
16	6205
16	6621
16	6803
16	7421
16	7952
16	9900
